DO,BOD,NH3N,EC,SS
95,1.1,0.33,160,8.5
81.8,0.7,0.2,166,18.2
82.8,1.2,0.37,157,22.5
80.7,1.6,0.38,189,26.5
90.7,0.4,0.23,159,17.3
90.6,0.2,0.17,148,21
80,1.1,0.37,157,32
107.8,0.7,0.15,161,212
107.9,0,0.02,156,191
94.1,4.5,10.1,2190,4.2
88.3,2.4,5.65,1350,2.6
67.1,5.3,7.04,1080,6
93.1,2.8,2.61,763,7.4
84.2,3.6,2.57,856,15.9
83.7,12.1,9.9,2530,6.4
99.4,2,4.18,1060,2
84.8,4.4,2.81,410,29.8
74.1,3.8,3.53,382,17.4
80.4,4.2,2.46,372,10.4
109.4,2.8,0.96,386,11.7
112.5,2.1,1.52,331,3.6
98.3,2.6,0.26,394,114
96.5,2.6,1.89,719,7.8
74.4,3.7,0.63,721,14.2
110.3,2.5,0.15,541,5.1
79,3,0.61,963,8.9
86.5,3.6,1.48,1160,19.6
108.4,1.3,0.08,185,2.4
90.1,4.4,3.21,321,10
85.9,4.8,1.29,332,16.9
107.9,3.4,0.29,362,15.1
106,3.6,0.38,726,6
123.3,2.3,0.11,313,7.9
107.4,2.4,0.3,318,8.8
105,0.5,0.07,203,111
96.6,0.5,0.08,215,83.7
101.5,6.6,1.27,444,31.2
74,9.3,10,3040,30.7
71.5,4.8,6.36,2080,20.8
102.3,17.8,0.26,481,42.3
69.4,3.5,1.55,2250,29
114,2,0.15,342,9.6
105.6,1.9,0.15,319,6.4
98.8,3.2,0.47,332,9
61.4,8.9,8.48,4550,12
89.8,4.4,4.54,3430,6
76.2,2.4,0.82,13600,60
73.1,7,4.95,4530,9.2
106,15.4,0.11,263,7.2
110.6,1.3,0.12,247,9.6
105.4,1.3,0.21,352,28.1
94.8,1.7,0.27,444,29.5
96.3,2.4,0.41,326,16.9
104.5,0.6,0.06,192,43.1
106.6,1,0.05,199,53.2
111,0.9,0.06,155,9.8
105.6,0.5,0.06,202,57
107.2,0.6,0.06,206,71.9
104.8,0.8,0.05,211,109
90.1,10.1,0.61,425,15.4
86.3,19.4,0.21,613,13.7
107,1.4,0.09,240,4.4
110.7,2.9,0.05,260,9.7
129.5,2.3,0.1,251,8.9
90.8,2.3,0.2,315,10.1
105,1.7,0.09,216,4.3
82,2,0.23,9660,27.2
58.4,17.2,3.12,594,25
103,1.9,0.14,385,24.9
115,3,0.15,400,4.9
108.4,2,0.16,406,9.7
75.8,11.1,0.18,20000,21.8
78.4,1.8,0.15,17900,16.7
125,2.8,0.08,177,3.5
113.3,3.4,0.08,231,1.9
104.8,2.8,0.1,276,4.6
101.9,4.4,0.07,175,4.5
105.4,3.8,0.1,361,2.3
106.4,6.1,0.08,405,2.3
108,4.8,0.12,418,10
139,5.7,0.09,345,2.8
115,5.8,0.09,348,6.3
108.3,4.1,0.09,329,7.5
104,4.2,0.11,505,12.7
107.8,6,0.18,506,20.4
112.6,0,0.14,174,1
113.1,0.4,0.11,240,1.1
106.6,0.5,0.16,214,1.1
107,0.4,0.1,219,1.7
110.2,0.3,0.18,210,3.4
111.3,0.7,0.12,233,4.1
127.9,0.3,0.28,284,4.3
101.2,2,0.3,328,8.5
104,0.3,0.12,180,1
108.8,1.6,0.12,286,12.9
89.6,3.5,0.31,423,32.2
125,2.3,0.07,420,1
125,3.5,0.51,460,19
103.8,4.8,0.81,476,31.2
75,1.7,0.96,406,9.5
89.8,0.6,0.61,377,5.1
113.8,2,0.16,361,5.5
111,2,0.17,424,5.3
96.6,2.8,0.25,516,65
98.4,1.4,0.16,374,50.8
107.6,2.5,0.11,275,7.7
134.8,1.3,0.1,450,7.8
84,0.7,0.17,590,62.8
105.9,1.8,0.29,159,7.3
105,1.4,0.23,231,9
107.6,1.9,0.18,240,10.7
106.4,3.4,0.07,303,3
103,4.4,0.1,475,1570
102.9,1.9,0.13,467,240
103.5,2.8,0.11,458,1080
113.6,1.2,0.1,346,24.2
106.2,0.7,0.07,397,42
106,0.4,0.07,392,40.8
96.5,2,0.16,505,29.4
94.8,1.3,0.74,446,257
92,2.8,0.76,469,291
57.2,1.9,1.19,760,108
58.4,4.1,2.14,852,63
36,5.4,2.45,5860,55
108.1,2,0.23,496,47.8
85.2,3.4,0.26,695,117
74.7,6.1,0.28,666,277
66.4,3.1,0.23,718,57.4
61.4,5,0.43,11700,70
108.8,4.5,0.2,430,41
66,4.7,0.22,642,35
58.6,5.3,4.26,1000,14.6
67.4,3.6,4.79,959,37.9
64.4,2,3.31,1040,47.2
71.3,1.6,1.59,6210,47.3
128.5,3,0.04,446,6.4
63,1,1.26,21300,68.7
105.6,0.4,0.01,472,16.7
99.9,0.5,0.01,458,61.1
74.9,1.7,1.8,792,60.7
94.4,2.8,1.28,795,19.9
104.7,1.7,0.13,586,41.5
80.3,1.3,1.6,730,52
86.5,2.6,0.86,3240,71
71.7,2.2,1.79,651,73.2
79.9,1.6,0.67,698,24.1
6.9,5.4,2.51,2950,17.6
9,8.8,2.12,670,55
9,3.9,2.69,10200,16.6
117.2,0.6,0.21,539,59
115,1.1,0.01,540,48.7
115.3,0.5,0.02,527,12.2
104.5,1.2,0.14,719,28.7
119.2,3.2,0.37,815,49.2
130.4,3.8,0.08,36500,26
129.9,1.5,0.01,650,6.3
113.7,0.3,0.01,536,14.7
99.2,1.1,0.06,730,12.8
116.7,0.9,0.03,519,20.6
115,0.6,0.04,532,15.7
82.3,2.8,3.49,742,30.3
67.5,3.5,7.62,6430,21.2
28.4,3.8,3.45,33400,20.4
18.5,2.3,6.68,2140,23.9
103.3,3.5,3.43,5790,26.4
65.5,2.7,2.31,32400,62.4
13.5,10.7,16.4,1490,30
12.8,7.9,12.1,10500,17.6
38.4,2.5,3.41,523,55.4
41.3,1.7,1.96,552,71.7
81.3,1.9,1.66,627,80.9
100.8,1.2,0.98,440,53.2
75.5,1.4,3.04,729,65.2
52,2.4,0.06,468,3.3
17.9,9.5,9.58,1430,13.2
49.5,8.8,21.3,14800,29.2
92.9,0.9,0.23,515,483
91.9,1.4,0.44,489,349
66.5,2,0.95,703,128
92.3,1.3,0.07,360,428
82.9,0.3,0.14,450,268
104.4,0.8,0.01,420,164
99.8,0.9,0.01,428,21.4
98.5,0.7,0.01,424,36.9
101.7,0.7,0.01,400,181
92.7,0.4,0.06,415,102
86.8,1.6,0.74,490,318
92.9,0.8,0.07,560,526
49.4,2.9,3.65,743,29.5
75.3,1.1,0.39,258,24
82.1,1.2,0.27,334,53.4
59.2,3.8,2.37,540,46.5
50,2.2,2.87,544,26.6
31.2,1.8,2.22,16600,9.7
77.4,0.3,0.71,264,32.9
99.9,1.5,0.46,443,11.4
90,0.8,0.19,483,81.9
108,0.9,0.01,314,35.5
107.4,0.5,0.01,273,2.7
109.4,0.5,0.01,324,7
111.5,0.3,0.03,336,10.2
125.1,0,0.07,508,37.8
89.6,0.4,0.11,36600,87.1
103.9,0.4,0.02,370,6.2
108.2,0.6,0.02,445,20.8
97.8,0.3,0.01,188,2
96.7,0.1,0.03,258,17.9
98.7,0.8,0.05,219,1090
105.5,0.3,0.04,266,11
103.4,0.3,0.02,155,4.2
102,1,0.01,154,2.9
105.4,0.6,0.02,166,6.4
91.9,0.8,0.17,184,10.9
60.9,1.8,0.74,238,19.3
61.3,1.1,0.47,382,30.5
101.8,0.1,0.1,151,4.8
101.1,0.6,0.02,406,1080
105.6,0.6,0.02,417,1090
97.3,0.4,0.07,412,1120
99,0.7,0.03,485,1580
85.6,0.7,0.46,165,9
51.9,1.5,0.7,454,45.1
101.6,0.5,0.01,124,2.3
43.6,1.1,0.64,6390,35.4
93.4,0.1,0.07,385,205
96.5,0.4,0.05,286,222
96.1,1,0.1,392,124
101.7,0.5,0.06,391,172
101.1,0.1,0.02,406,251
94.9,0.8,0.04,420,76
114.2,0.8,0.02,240,4.8
98.4,0.6,0.02,301,4.1
104.6,0.6,0.15,364,5.2
107.2,0.8,0.1,385,7.3
102.7,0.5,0.02,221,1
106.5,1.2,0.23,253,10
92.1,2.3,0.63,335,7.2
74.8,1.6,0.46,416,22.4
102.9,0.3,0.02,209,1
101.3,0.2,0.02,310,1080
102.1,0.5,0.05,412,7.7
101.1,0.3,0.04,405,10.7
100.3,0.1,0.01,383,17.1
99.3,0.6,0.48,502,2160
103.9,0.9,0.01,423,1
102.4,0.5,0.07,489,1700
99.4,0.7,0.02,532,730
104.4,1.8,0.27,184,4.6
80.3,3.4,1.43,243,6
88.6,2.2,0.59,247,6.8
96.5,0.7,0.07,2120,1
95.3,1.5,0.04,380,2
98.9,2.5,0.03,366,5.4
37.6,3,1.89,230,56.5
34.2,1.3,2.05,6240,42.3
66.8,0.2,1.07,30100,40.5
137.6,1.8,0.01,200,8.4
116.3,1.2,0.09,237,10.3
57.5,3.5,0.91,277,10.2
53.4,4.4,2.23,374,42.6
97.2,1.8,0.56,268,15
122,0,0.04,145,1.4
96.8,4.5,0.85,240,7.6
108.4,0.2,0.07,112,3.2
79.1,1.2,0.49,137,7
76.6,2.6,1.55,151,21
108.9,0.8,0.01,114,2.2
105.9,0.6,0.01,108,7.8
96.3,0.4,0.18,160,4.1
103.7,0.2,0.01,95,5.2
110,0.6,0.35,188,3
107.4,0.5,0.21,183,3
119.8,1.2,0.18,157,3.6
87.9,3.1,0.64,217,10.3
94,0.3,0.02,134,3.5
100.6,0.3,0.02,155,4.2
103.8,0.7,0.13,95,3
109.6,0,0.03,112,5.2
34.6,2,1.7,324,62.5
60.6,3,1.54,162,12.6
107.4,2.3,0.34,216,5.6
82.5,7,2.19,234,6.6
25.9,2.9,2.7,268,15
21.9,4.3,4.45,280,14.7
6.6,4.5,4.8,381,11.5
43.2,3.4,1.41,239,13.3
34.1,4.5,1.36,252,15.8
11,4.4,4.72,272,8.4
107.5,2.3,0.03,233,13.4
101.7,0,0.01,195,14.8
78.3,4.3,13.9,2540,7.5
70.3,3.8,8.3,1650,7.4
69.5,10.8,2.05,281,89.4
78.3,19.1,1.85,235,171
69.3,29.2,2.73,397,566
74,14.7,14.6,2470,9.3
77.8,9.7,1.26,201,183
61.5,48.7,3.84,319,321
81.4,18.4,1.78,328,159
83.6,19.5,1.88,328,183
80.1,13.2,0.99,413,42.2
80.2,5.6,4.17,261,10.3
93,6.6,0.52,320,107
87.2,26.5,1.06,388,233
88.5,18.1,1.2,434,148
76.4,40.9,1.3,496,194
93.8,4.6,1.76,1490,13.9
87,7.2,0.68,1220,342
101.6,1.1,0.09,203,108
79.8,5.5,5.12,383,7
70.2,5.7,3.94,486,11.5
93.6,2.6,0.27,499,7.6
82.5,45.1,1.85,431,332
82.1,8.2,0.54,255,70.6
80.6,16,1.33,327,57.3
98.2,2.5,0.22,252,99.8
98.2,3.4,0.25,267,78.5
12,3.9,1.15,530,29.8
67.8,7,7.32,2750,16.5
88.1,2.7,6.32,11800,20.7
75.4,9,0.37,380,613
56,3.9,1.68,7280,26.8
85.5,4.4,0.24,309,65.4
99.7,5.4,0.48,349,28.5
50.1,7.9,1.49,354,69.2
36.1,14,6.68,4090,72.5
75.8,9.5,4.24,1940,25.8
96.8,1.9,0.98,25600,57.5
50.7,8.5,5.18,4110,39.7
100.2,0.6,0.07,302,18.5
119.7,1.2,0.08,283,7.8
107.9,2.2,0.14,325,13.6
89.4,1.6,0.34,14400,22.1
104.8,2.5,0.16,282,148
96.2,1.5,0.05,242,101
100.9,1.6,0.03,256,47.9
105.4,1,0.04,205,1.4
104.2,0.3,0.02,274,2.3
104.1,0.8,0.02,272,2
98.2,1.2,0.06,278,6
98.5,7.9,0.46,582,10.6
92.3,6.8,0.26,222,692
104,3.2,0.12,279,1.9
101.1,2.6,0.05,258,7.1
98,18.8,0.11,267,8.1
87.8,2.6,0.39,346,34.4
110.8,0.3,0.07,250,3
73.6,4.4,0.34,14300,34.6
80.2,35.6,0.8,924,24.5
107.2,2.3,0.11,353,3.6
108.2,4.4,0.11,379,2.7
104.8,4.2,0.12,377,5.1
83.1,1.6,0.17,15500,13.4
85.6,0.9,0.16,12900,12.2
104.6,2.6,0.09,166,4.5
101.9,3.1,0.08,194,4.1
101.6,2.7,0.11,222,6.3
92.6,2.9,0.09,170,15.6
102.6,1.4,0.1,355,1.8
101.4,3,0.09,298,575
102.8,2.6,0.1,396,38.4
105.8,2.3,0.08,309,3
100.8,2.4,0.14,314,5.1
105.2,0.2,0.06,322,9.6
102.8,3.5,0.11,376,25.8
111,2.5,0.12,422,8
116.3,0.6,0.08,142,1
111.4,1.1,0.11,206,2.6
109.1,1.4,0.09,188,10.1
122.7,1.1,0.1,183,9.2
118,0.6,0.12,190,16
114.2,0.1,0.13,205,8.6
117,1.6,0.19,212,9.2
112.4,1.8,0.21,239,9.4
101.6,1.7,0.06,243,1
107.2,1.7,0.09,280,22.2
98,3.3,0.39,393,23.9
136.2,0.2,0.12,424,2.1
139.4,3.4,0.25,453,6.7
122.6,1.9,0.33,480,29.6
115.8,7.2,0.18,289,6.9
87.8,2.7,1.7,399,12.8
108.3,2.4,0.85,374,8.9
110,3.2,0.2,332,9.4
118.2,1.4,0.22,376,4.4
101,2.5,0.2,507,41.6
98.8,5.5,0.14,376,130
106.5,1.2,0.09,268,11.6
130.2,1.9,0.07,440,2.1
94.4,2.3,0.28,554,87.2
106.4,2.9,0.2,148,4.4
107.8,0.5,0.06,228,10
107.2,0.9,0.05,242,13.5
108.6,0.9,0.07,287,12
102.6,0.8,0.06,434,2640
103.2,3.7,0.04,302,136
107,0.3,0.02,311,180
105.9,0.3,0.02,308,138
100.2,0.9,0.1,386,1460
94.4,1.8,0.53,411,2300
92.4,0.2,0.47,427,1710
64.8,3.7,1.12,676,202
56.2,8.1,1.41,742,83.5
23.5,8,1.68,4160,77.5
93.4,0.7,0.35,514,141
88,2.4,0.88,644,165
80.6,2.7,1.77,619,580
74,1.4,1.12,346,162
50.4,4.1,0.59,545,354
100.8,2.8,0.24,405,110
87.2,4,1.46,364,175
100.1,1,0.03,285,26.5
86.8,1,0.56,441,193
81,0.2,0.79,333,160
73,0.9,0.52,238,330
66.8,0,0.42,268,341
101.3,0.5,0.01,275,25.1
100.2,0.6,0.02,281,66.4
61.9,0.6,0.51,487,541
103.2,0.4,0.01,379,182
100.4,0.6,0.07,390,213
90.3,0.5,0.21,415,320
94.8,0.1,0.19,339,110
102.5,1,0.03,493,206
82.5,0.7,0.32,363,642
65.6,1,0.1,316,374
74.7,0.3,0.18,333,620
65.6,0.5,0.35,340,1300
70.6,1.7,0.64,275,397
63.9,0.7,0.29,372,618
105.3,0.8,0.01,368,70.3
96,1.2,0.11,396,252
97.7,0.7,0.1,378,153
92.5,1.4,0.13,464,625
78.6,1.2,0.12,564,195
82.8,0,0.15,441,126
79.6,0.7,0.13,14300,83.5
76.5,1.1,0.12,433,756
102.3,0.9,0.06,392,170
91,0.9,0.08,512,300
85.3,1.2,0.12,35800,69
102.9,0.7,0.03,464,30.8
94.7,0.8,0.06,483,39.7
79.4,2.3,1.13,510,63.5
62.1,2.5,1.76,826,67.9
50.1,3.1,2.24,1130,41.2
64,1.2,1.39,4930,52.6
86.7,1.4,1.18,29800,59.6
15.6,6.1,9.61,1220,22.5
21.9,5.5,6.5,5430,14.1
45.9,2,1.41,659,75.6
48.3,1.3,1.53,765,151
51.1,1.8,1.14,776,154
58.3,1.6,2.47,728,25.5
48.5,1.3,2.02,814,194
95.4,1.1,0.1,890,70.5
72.2,2.2,2.02,1170,40.8
54.2,4.9,10.4,3150,40
43.8,5.4,6.87,1200,23.1
63.2,3.3,1.14,1140,15.2
97.8,0.8,0.03,395,2150
100.5,0.2,0.02,521,1380
90.4,0.9,0.24,430,906
103,0.8,0.02,396,58.8
101.1,0.8,0.02,420,122
90.4,0.5,0.15,495,339
102.4,0.7,0.03,358,2070
110,0.6,0.03,366,1010
102.1,0.1,0.04,358,1480
103.2,0.5,0.01,357,65
111.9,0.8,0.06,433,559
95.9,0.5,0.12,427,940
107,0.7,0.03,373,1840
65.5,3.5,2.8,761,66
90.9,0.5,0.17,195,10.4
86.3,0.3,0.18,302,32.7
67.7,1.9,1.29,470,47.6
51.3,1.1,1.49,737,19.1
91.8,0.6,0.28,186,10.1
96,0.8,0.06,329,269
96.1,1.2,0.21,374,161
106.8,0.6,0.01,292,3
103.5,1,0.03,310,138
106.1,0.4,0.02,333,2.7
117.5,0.6,0.01,320,27.1
114.6,0.4,0.02,394,33.9
108.4,0.1,0.02,378,5.3
112.9,0.9,0.08,501,54.7
88.9,0.4,0.11,14000,31.5
109,0.6,0.01,385,4.4
106.1,0,0.01,3500,9.4
101.5,1,0.03,380,913
95.4,0.5,0.01,188,1.8
94.3,0.9,0.01,260,8.4
96.5,0.1,0.01,229,342
82.1,2.2,0.13,147,73.3
107.9,0.7,0.01,176,2.7
114.6,1.2,0.01,173,2.8
102.7,0.6,0.01,173,4.9
74.8,1.2,0.3,198,8.8
69.6,2.8,0.45,216,12.1
73.7,4.3,0.98,424,14.6
89.7,0.4,0.11,154,7.6
100.3,0.8,0.01,403,202
94.6,1.4,0.01,437,423
93.7,1.1,0.07,420,504
101.5,0.2,0.02,491,336
76.6,1.8,0.61,166,25.4
56.3,1.7,0.79,625,27.2
103.5,0.4,0.01,119,5
60.6,1.9,0.6,7780,18.9
97.6,0.1,0.1,370,328
101.8,0.8,0.01,272,138
101.3,0.5,0.03,362,458
103,0.1,0.06,374,45.5
103.2,0.1,0.01,314,90
99.1,0,0.02,374,96.4
120.7,0.4,0.01,238,3.9
104.3,0.6,0.01,298,68.6
102.9,1.1,0.03,318,40.4
106.6,1.1,0.09,335,23.7
94.5,0.4,0.01,211,1
133,1.2,0.55,251,9.4
105.5,2.8,0.99,352,13.7
78.6,1.2,0.58,420,10.8
102.3,0.9,0.01,207,1
107.4,0.7,0.01,398,356
100.4,0.4,0.01,326,396
101.3,0.4,0.05,349,271
99.4,0.1,0.06,405,344
101.3,0.2,0.05,445,704
98.7,0.7,0.05,364,1030
101.5,0,0.01,409,18.2
144,5.9,3.12,934,11.9
102.8,1,0.06,447,612
105.2,2.2,0.35,230,5.8
140.4,8,0.41,350,9.3
101.1,0.1,0.04,1580,1
100.6,2,0.03,334,2.2
105,1.3,0.02,321,2.4
11.1,4.9,3.49,626,24
23.8,1.9,2.18,20700,18.8
13.3,4.5,1.11,582,8.1
9.1,7.7,1.09,462,12.7
130.5,4.6,0.33,508,10.7
122.2,1.9,0.03,166,1.1
59,12.3,2.42,290,19.1
43.6,4.4,0.64,224,17.6
44.1,4.4,2.13,291,14.7
106.9,0.2,0.03,129,7.4
95.5,0.3,0.02,107,6.4
88.1,2.3,0.34,178,12.2
100.9,0.3,0.03,112,5.3
102.1,1.6,0.37,204,6.2
109.9,1.5,0.02,196,6.6
117.2,1.9,0.34,203,3.5
102.3,0.2,0.02,162,2.4
106.8,1.1,0.01,202,3.4
97.4,1.1,0.11,111,9.2
106.1,0.2,0.03,117,7.2
15.2,2.2,3.57,3570,30
21.3,5.8,3.57,424,14.2
110.4,8.7,0.51,242,17.9
84.4,9.4,0.95,268,14
48.8,3.7,2.1,353,17.3
27.8,4.5,2.98,373,21.5
11.8,3.2,3.38,518,10.7
62.4,4.7,1.18,289,18.7
56,2.9,1.55,287,18.8
6.8,3.9,3.22,441,9.5
97.6,3,0.01,258,10
106.5,1.5,0.02,278,10.7
82.7,6,11.3,2310,9.9
67.4,9.3,6.7,1700,14.1
57.9,17.6,5.64,1070,17.9
82,12.6,1.56,396,103
58.5,13.7,2.71,644,228
75.9,12.4,12,2680,14.8
73,7.7,3.9,1310,17.4
84.5,5.6,2.1,306,19.8
69.4,6.9,2.74,310,22.9
80.1,8.6,1.9,293,46.5
99.6,5.8,0.57,272,23.6
84.9,19,0.86,198,10.3
101,3.9,0.53,308,10.9
93.4,7.4,1,357,32.4
96.5,7.8,1.1,303,27.6
82.8,10.3,0.81,380,51.1
98.2,7.9,0.89,497,40.1
86.6,10.5,2.18,658,23.4
104.8,1.9,0.11,161,11.2
89.7,5.8,1.79,247,16.8
83.6,5.8,1.28,360,16.6
101.2,5.5,0.52,271,21.2
90.2,10,0.47,237,153
92.1,8.7,0.55,331,29.9
118.8,2.7,0.09,330,5.6
120.2,1.3,0.05,356,8.8
82.3,5.9,8.03,2860,22.3
101.5,3.3,8.19,8100,16.4
141.7,3,0.28,547,20.9
70.9,6.4,2.09,7110,26.9
77.1,6.8,0.48,333,55.4
107.8,7.4,0.27,348,36.4
101.8,6,1.66,471,10.7
99.9,7.9,9.7,5630,9.9
100.3,6.9,7.51,4270,5.8
75,2.7,1.21,33200,55
100,8.9,10.1,5900,7.2
91.3,1.1,0.12,341,5.2
140.1,2.5,0.35,352,10.4
114.7,1.9,0.25,422,9
95.9,1.8,0.49,36200,34.4
116.5,2.2,0.36,402,8.4
103,0.9,0.02,275,1
116.7,0.7,0.03,279,2.6
111.7,0.4,0.03,215,1.4
109.9,0.1,0.02,303,2
113.3,0.1,0.02,302,1.4
117.7,5.8,0.01,335,1.6
126.7,18.7,0.29,538,8.4
90,1.3,0.14,774,11.5
108.6,1.8,0.11,280,23.3
104.4,1.1,0.06,255,21
105.2,1.9,0.08,249,59.2
86.6,2.8,0.21,263,89
107.4,1.1,0.05,237,2
75.8,3.2,0.31,5590,120
50.8,3.6,0.73,695,26.7
103.3,1.7,0.11,288,22.2
106.6,1.6,0.09,300,24.5
106,1.8,0.11,332,31.2
95.8,2.6,0.13,340,101
90.5,2.9,0.16,4690,100
129.2,1.5,0.07,189,5.4
115,1.4,0.06,255,5.7
116.8,2.5,0.12,323,10.3
93,2.3,0.1,184,5.2
104.2,0.5,0.09,373,3.8
105.6,0.1,0.06,380,22.8
106.3,0.3,0.1,386,43.7
104.8,2.3,0.06,202,17.8
104,0.1,0.1,202,16.6
103,1.2,0.06,338,3.9
122.4,0.5,0.08,409,11.6
97,1.1,0.12,398,207
112.2,1.3,0.08,161,1
129.4,2,0.14,245,1
107,3.3,0.14,201,7.6
111.4,1.7,0.14,200,7.3
102.2,2.6,0.16,217,6.7
105,1.8,0.17,217,13.1
102.6,3.4,0.33,230,8
108.2,3,0.4,283,5
100.4,0.3,0.05,229,1
103.9,2.4,0.06,286,27.7
95.2,6.7,0.41,360,39.4
103.6,3.7,0.16,412,38.5
105.4,3.4,0.28,428,31
97.8,3.2,0.33,445,20.8
125.8,6.6,0.17,296,5.4
90,5.7,1,375,4.4
99.2,2.4,0.83,355,9.7
97.3,6.7,0.24,290,10.6
109,2.2,0.27,337,5.7
90.8,3.8,0.24,413,154
97,3.5,0.13,351,49.4
105.3,5.7,0.06,267,25.7
112.2,1.3,0.08,445,10.9
92.7,4.2,0.31,426,127
99.6,1.6,0.23,156,4.7
105.4,2.2,0.12,228,23.8
105.2,2.5,0.11,242,29.1
103.6,2.9,0.05,280,6.8
101.8,2.5,0.06,453,211
101.2,1.3,0.09,450,128
103.4,3.7,0.08,429,180
115,1.1,0.09,327,15.2
106.8,2.9,0.04,369,29.2
107.6,1.1,0.04,372,24.3
100.8,1.5,0.04,457,41.9
90.6,5.2,0.94,449,107
88.8,4.5,0.73,467,116
60.4,7.6,0.94,641,100
72.6,10,0.92,659,138
51.8,10.9,1.04,2870,130
109,4.4,0.21,425,16.1
91.9,5.5,0.4,697,53.2
80.8,6.6,0.47,538,147
61.2,5.6,0.45,458,134
46,6.6,0.42,1020,266
97,4.6,0.21,329,20.4
70,9.9,0.64,427,63
106.9,0.3,0.01,335,8.9
82,2,1.66,505,135
59.5,1.4,1.9,536,74.8
59.9,0.6,1.23,466,119
45,0.8,1.27,1360,73.2
110.8,0.1,0.01,317,9.1
99.3,0.8,0.02,369,39.9
46.7,0.8,0.97,6580,90
104,0.7,0.02,410,24
104.9,0.4,0.01,464,108
91.1,0.4,0.43,519,207
91.3,0.8,0.34,464,61.1
102.2,0,0.04,467,67.4
77.3,1.2,0.87,433,141
65,1.7,0.71,385,456
61,0.6,0.27,410,189
74,0.6,0.27,436,320
62.9,1.2,0.7,414,261
74.2,1.4,0.7,400,237
61.7,1.1,0.69,433,276
132.6,0.5,0.01,510,6.1
93.5,0.8,0.03,609,56.3
89.8,0,0.19,469,84
95.2,0.7,0.21,534,67
78.6,1.4,0.8,536,121
76.4,0.4,0.68,6760,75.4
75.4,0.7,0.28,24700,33
102.7,1.2,0.14,560,31.6
96.1,0.8,0.07,555,49
96.9,0.8,0.19,511,41.7
100.7,1.2,0.25,33500,28.6
98.8,0.4,0.08,450,101
91.7,1.7,0.13,407,135
77,2.7,1.96,560,56.8
47.7,2.7,3.87,3000,33.9
37.2,5.3,4.82,1690,38.4
57.8,1.4,2.91,4470,33.6
52.6,1.4,2.1,34100,38.8
14,6.3,13.1,1190,9.4
15.8,10.1,9.17,10600,14
56.7,2,0.91,510,190
42.4,2,2.32,626,170
52,1.5,2.06,665,121
96,0.4,0.7,437,80.3
48,1.8,2.05,746,132
95.7,1.1,0.16,853,192
69.2,2.6,0.75,606,292
40.9,4.3,11.4,3840,33.5
34.1,6.1,6.29,1000,63.6
85.9,1.3,0.43,647,556
95.6,0.8,0.02,440,360
91.8,2.3,1.64,514,216
84.6,1.5,0.33,474,239
102.9,0.7,0.02,420,164
102.4,1.2,0.02,430,202
94.8,1.1,0.06,454,155
103.8,0.8,0.03,443,239
101.7,0.3,0.01,416,102
101.9,0.4,0.02,436,174
100.5,0,0.01,410,83.9
99,0.5,0.07,430,225
93.9,0.5,0.19,454,273
99.3,0.1,0.06,430,230
86.3,1.2,0.49,218,6.5
83.8,1.2,0.26,287,28.7
62.9,2.9,2.25,455,40.8
49.3,3.1,2.26,410,26.7
48.4,2.6,1.92,3770,31.4
80.7,1.3,0.74,211,3.8
92.2,0,0.15,324,402
88.9,0.5,0.19,380,181
96.4,0.9,0.01,294,1.8
104.9,0.2,0.01,318,2.3
101.2,1,0.01,255,1.7
100.3,0.4,0.01,317,67.8
101.3,0,0.04,375,220
100.5,0,0.03,360,34.5
89.9,1.4,0.1,473,108
82.2,0.7,0.25,23900,97.2
114.1,0.3,0.01,430,10.9
107,0.5,0.03,631,30.1
102,0.5,0.04,429,401
98,0.7,0.02,204,5.2
106.4,0.1,0.02,292,6.6
103.2,0.1,0.02,267,8.4
95.1,1.4,0.05,242,8.6
106,0.8,0.03,207,2.1
102.5,0.5,0.02,203,3
98.2,2.8,0.42,206,11.9
120.2,5.6,0.51,272,16.4
132.6,4,0.57,4640,27.7
94.8,1.7,0.17,145,5.7
94.9,1.4,0.02,446,172
102.9,2.4,0.03,434,286
97.3,1.7,0.07,464,784
103.9,0.2,0.04,592,54.6
78.7,2.9,0.72,183,18.9
84.5,3,0.56,5280,34.4
107.2,0.4,0.03,122,1.7
95.3,2.2,0.53,19600,27
98.2,1.7,0.13,396,46.5
105.8,0.2,0.03,289,70.6
91.5,1.8,0.15,405,642
103.7,0.7,0.11,427,14.2
101.4,0.4,0.03,342,14.6
111.2,1.5,0.02,408,69
145.3,1.2,0.02,227,3.3
107,0.7,0.02,412,3.7
110.3,1.1,0.04,449,5.9
115.4,1.3,0.25,445,9.8
93.1,0.2,0.03,253,1
112.3,1.8,0.52,301,13
96.2,4.2,1.27,370,22.7
66.8,2.6,0.86,453,14.9
93.6,0.4,0.03,230,1.6
106.3,1,0.04,422,125
106.8,0.8,0.03,344,40.2
102.8,0.5,0.09,417,19.4
103.3,0.6,0.05,406,15.1
103.8,1,0.01,383,38.7
98.4,3,1.13,613,149
100.2,0.6,0.07,506,436
98.2,0.3,0.03,567,335
101.9,2.1,0.23,190,4
75.6,2.3,0.87,220,4
87.5,2,0.59,287,5.1
100.6,0.7,0.04,1180,1
97.9,0.4,0.04,274,2
99.5,0.1,0.02,267,2.2
25.8,2.7,2.12,274,10.3
23.6,1.4,1.86,10700,11.2
56.8,0.9,0.76,32100,16.3
