DO,BOD,NH3N,EC,SS
95.5,95.5,0.19,274,1.8
105,105,0.1,336,17.6
118.4,118.4,0.16,337,3.3
63,63,0.44,481,42.5
114.2,114.2,0.12,403,2.1
86.9,86.9,0.11,709,22
106.8,106.8,0.12,160,2.6
122.2,122.2,0.09,251,2.5
102.6,102.6,0.07,164,2.1
117.8,117.8,0.04,397,15.7
115.6,115.6,0.04,412,18.4
102.7,102.7,0.04,445,38.1
105.6,105.6,0.07,320,9.8
103.6,103.6,0.1,317,6
106.9,106.9,0.12,444,30.3
106.3,106.3,0.12,455,42.3
106.5,106.5,0.05,215,81.9
112.5,112.5,0.14,224,45.1
113.4,113.4,0.19,224,16.9
109,109,0.08,219,37.5
107.2,107.2,0.08,227,41.5
106.1,106.1,0.06,249,40.2
112.3,112.3,0.06,218,1
101.5,101.5,0.06,292,834
111,111,0.16,464,1
100.8,100.8,1.13,525,67.8
106.9,106.9,0.76,329,12.2
74.8,74.8,3.02,415,8.3
63.7,63.7,2.59,400,13.7
99.4,99.4,0.45,453,12.7
112.2,112.2,0.28,514,19.3
86.8,86.8,0.37,380,292
81.6,81.6,0.35,396,213
81.8,81.8,0.76,642,1930
76.2,76.2,2.65,498,79.5
70.2,70.2,1.32,582,33.3
28.8,28.8,3.6,589,19.2
101,101,0.07,288,803
108.2,108.2,0.06,438,19.4
85.8,85.8,0.64,431,420
99.3,99.3,0.26,186,199
98.8,98.8,0.14,256,190
100,100,0.11,268,166
108.5,108.5,0.09,138,20.2
99.2,99.2,0.07,290,1320
98.6,98.6,0.11,340,374
101.3,101.3,0.48,439,1220
106.8,106.8,0.5,438,1230
63.8,63.8,1.22,539,120
49.6,49.6,1.07,1490,23.1
71.4,71.4,1.4,1140,50.7
71.1,71.1,2.28,736,131
93.4,93.4,0.51,480,309
79.3,79.3,0.5,580,800
66,66,1.28,576,898
65.4,65.4,1,443,125
19.6,19.6,1.08,565,92
91.8,91.8,0.28,389,165
103.2,103.2,0.09,419,480
79.9,79.9,0.82,365,123
107.5,107.5,0.02,323,25.2
70.8,70.8,2.61,507,717
71.4,71.4,0.93,515,373
51.4,51.4,1.71,466,47
71.3,71.3,3.26,1950,48.7
114.1,114.1,0.02,304,15.9
101.1,101.1,0.11,291,259
122.4,122.4,0.02,369,15.1
104.2,104.2,0.05,431,338
91.3,91.3,0.81,493,336
93.2,93.2,2.53,330,316
117.9,117.9,0.29,401,190
81.8,81.8,1.15,444,307
64,64,1.13,921,39.6
94.8,94.8,0.29,718,172
73,73,0.56,601,80.8
24.2,24.2,1.21,729,15.6
31.3,31.3,1.4,12300,30.2
53,53,1.33,655,448
9.9,9.9,1.52,12300,23.4
65.5,65.5,0.55,593,82.4
37,37,5,680,36.4
44.1,44.1,3.74,743,48.3
31.8,31.8,3.47,760,35.1
30.2,30.2,2.63,769,37
96.1,96.1,0.02,471,80.6
97,97,0.03,476,40.6
92.8,92.8,0.04,548,48.8
94.3,94.3,0.08,654,38.2
94,94,0.11,586,42.7
85.8,85.8,0.32,664,36.4
47.3,47.3,0.41,15800,70.6
39.1,39.1,0.34,36300,46.8
79.4,79.4,0.12,633,27.3
101.9,101.9,0.04,520,43.5
103,103,0.02,588,31.3
81.7,81.7,0.73,14800,52.5
104.1,104.1,0.03,515,22.7
96.4,96.4,0.1,563,82.1
68.6,68.6,2.27,725,36.3
27.3,27.3,6.65,3030,18.6
31.6,31.6,6.97,19600,29.7
112.4,112.4,3.25,747,15.3
42.8,42.8,5.39,13700,13.4
56.5,56.5,3.22,36200,44.4
78,78,1.26,543,17
87.7,87.7,0.96,546,19.2
112.6,112.6,0.52,690,24.6
106.2,106.2,0.46,507,75
120.9,120.9,1.42,805,18.6
112.2,112.2,0.02,700,132
113.8,113.8,0.09,1070,105
15.1,15.1,21.3,1460,13.6
85.8,85.8,14.8,12600,31.5
30.9,30.9,18.2,1560,41.7
96.7,96.7,0.17,235,24.8
97,97,0.21,403,609
96.4,96.4,0.17,532,63.7
100.5,100.5,0.02,387,6.2
105.9,105.9,0.02,356,5.7
89.9,89.9,0.13,510,161
102.7,102.7,0.02,356,193
98.1,98.1,0.03,355,901
102.1,102.1,0.02,342,239
113,113,0.02,307,6.5
99.7,99.7,0.02,318,15.1
101.2,101.2,0.12,402,50.4
65.5,65.5,1.99,508,544
95,95,0.03,386,441
31.4,31.4,3.69,501,34.5
57.4,57.4,2.81,587,95.4
98.7,98.7,0.02,347,1450
99.1,99.1,0.02,370,1080
90.5,90.5,0.53,304,21.3
82.7,82.7,0.49,340,32.3
61.4,61.4,2.33,506,33.8
54.9,54.9,3,542,24
38.2,38.2,2.23,1600,12.7
95.9,95.9,0.02,350,45.9
114.3,114.3,0.1,355,42.3
100.7,100.7,0.02,309,13.5
100.6,100.6,0.02,305,375
100.9,100.9,0.02,186,588
99.5,99.5,0.02,229,932
100.8,100.8,0.1,276,84.5
99.2,99.2,0.03,301,82.9
79.9,79.9,0.09,388,58.3
90.3,90.3,0.14,1400,332
100.2,100.2,0.03,354,63.2
98.3,98.3,0.03,441,65.8
101.9,101.9,0.02,177,5.8
100.8,100.8,0.02,242,22.5
103.5,103.5,0.02,218,340
96.1,96.1,0.04,249,3.8
108.3,108.3,0.04,168,1.7
116.3,116.3,0.03,165,3.9
106.6,106.6,0.03,165,1
85,85,0.25,206,5.8
62.9,62.9,0.5,219,5.5
79.3,79.3,0.43,222,15.2
105.1,105.1,0.93,1280,37.2
99.1,99.1,0.07,454,870
99.9,99.9,0.08,461,652
100.9,100.9,0.94,479,377
99.8,99.8,0.06,473,845
49.7,49.7,3.99,206,18.6
116.5,116.5,1.2,13500,24.5
106.2,106.2,0.02,135,1
101.5,101.5,0.02,158,1.5
84.3,84.3,0.09,336,1240
106.2,106.2,0.03,263,310
101.2,101.2,0.06,349,908
99.6,99.6,0.08,354,113
110.1,110.1,0.04,305,579
104.5,104.5,0.04,354,547
109.2,109.2,0.02,235,5.8
100.8,100.8,0.03,296,964
100.2,100.2,0.09,281,129
107.9,107.9,0.41,317,310
101.7,101.7,0.02,203,17.9
118.7,118.7,0.19,318,8.9
86.3,86.3,0.54,375,12.5
82.4,82.4,0.92,439,37.2
106.2,106.2,0.06,212,6
112,112,0.03,366,639
101.6,101.6,0.02,331,1340
102.7,102.7,0.06,372,20.5
103.8,103.8,0.05,362,23.3
103.6,103.6,0.02,364,9.5
100.4,100.4,0.03,359,30.6
104.2,104.2,0.02,416,1
94,94,0.35,448,382
55.4,55.4,0.49,500,212
122.4,122.4,0.03,392,104
104.3,104.3,0.06,414,1880
103.1,103.1,0.02,471,1080
94.1,94.1,0.78,348,5.6
108.1,108.1,8.64,475,21.2
106.2,106.2,6.8,544,17.7
96.1,96.1,0.12,1350,2.7
102.6,102.6,0.13,305,5.7
101.7,101.7,0.34,268,15.6
23.5,23.5,4.89,9700,43.7
52.6,52.6,2.54,29000,11.3
112.9,112.9,0.2,295,24.5
47.3,47.3,2.74,544,296
33.2,33.2,6.94,559,333
89.3,89.3,0.93,458,20.5
114.4,114.4,0.12,149,3.9
84.2,84.2,2.73,362,7.8
109.5,109.5,0.16,153,3.9
31.3,31.3,4.4,258,77.8
9,9,7.9,270,16.8
101.3,101.3,0.14,127,13.1
104.5,104.5,0.13,133,10.8
106.7,106.7,0.34,161,77.4
106,106,0.1,112,3.6
108.5,108.5,0.36,280,5.8
111.8,111.8,0.19,258,3.9
95.1,95.1,0.54,300,5.9
105.1,105.1,1.98,475,22
86.8,86.8,0.06,407,4.6
99.1,99.1,0.08,302,3.5
88.6,88.6,0.18,130,4.7
109.5,109.5,0.08,138,5.3
88.9,88.9,2.78,379,11.5
102.2,102.2,2.91,323,29
64.2,64.2,3.37,383,33.7
68.7,68.7,3.39,366,25.2
18,18,3.19,385,23.8
109.3,109.3,7.4,438,30.8
94.9,94.9,7.91,429,31.1
45.3,45.3,7.15,346,23.3
99.7,99.7,0.1,256,13.5
105.6,105.6,0.08,214,57.2
84.7,84.7,14.8,2490,9.9
76.4,76.4,7.62,1560,11.8
41.6,41.6,9.58,1150,26
76.6,76.6,12.2,1200,20.5
63.7,63.7,10.7,1380,14.1
82.5,82.5,17.4,2840,18.2
65.6,65.6,6.27,737,29.3
75,75,4.64,503,12.8
109.6,109.6,5.89,662,13.6
45.7,45.7,4.56,1410,20.9
110,110,0.5,438,15.5
79.9,79.9,4.39,812,13.8
106,106,3.15,852,7.6
48.1,48.1,14.7,2570,31.6
78.8,78.8,6.47,1620,26
103.6,103.6,0.15,230,17.5
107.6,107.6,3.61,398,17.2
120.1,120.1,1.85,544,43.9
111,111,0.4,919,15.6
115.3,115.3,0.42,414,21.3
106.6,106.6,0.03,287,20.9
90.5,90.5,1.55,558,213
106.6,106.6,2.16,2470,14.5
72.7,72.7,9.88,3020,11
46.9,46.9,4.2,1060,21.2
113.5,113.5,9.17,2620,6.8
103.3,103.3,2.91,2840,9.5
82.1,82.1,0.22,10500,36.5
95.9,95.9,0.04,318,4.3
99.2,99.2,0.09,451,7.1
100.3,100.3,0.68,4650,26.3
99.6,99.6,1,632,18.1
106.4,106.4,0.02,244,11.8
102.9,102.9,0.05,377,23.5
117.5,117.5,0.02,264,3.6
117.4,117.4,0.02,309,31.7
108.9,108.9,0.02,311,41.3
100.2,100.2,0.02,315,79.5
89.4,89.4,0.2,658,32.6
96,96,0.09,258,3
116.8,116.8,0.12,303,14.2
109,109,0.09,293,17.8
70.9,70.9,0.9,598,14.3
107.9,107.9,0.08,241,2.3
21.4,21.4,0.1,906,8.1
113.4,113.4,0.08,397,7.6
114.8,114.8,0.18,432,8.2
105.8,105.8,0.98,786,26.7
104.8,104.8,0.09,158,2.8
116.6,116.6,0.08,207,7.9
122.8,122.8,0.09,228,6.6
112.4,112.4,0.08,164,9.9
109.5,109.5,0.05,404,36.3
107.2,107.2,0.05,460,19.4
104.4,104.4,0.06,501,21.2
113.4,113.4,0.12,431,67.4
104.6,104.6,0.09,422,12.2
106.3,106.3,0.09,450,50.2
105.8,105.8,0.07,203,178
106.7,106.7,0.09,203,163
107.2,107.2,0.07,212,122
106.5,106.5,0.08,236,14.6
109.9,109.9,0.08,219,110
102.6,102.6,0.07,239,114
105,105,0.1,234,241
107.9,107.9,0.07,208,1.7
101.4,101.4,0.12,300,1180
110.2,110.2,0.19,452,1.8
113.2,113.2,0.9,462,19.7
96.8,96.8,0.89,511,63.9
97.8,97.8,1.1,419,43
69.6,69.6,4.18,434,5.6
70.4,70.4,2.39,408,3.1
92.4,92.4,0.64,418,67.7
97.6,97.6,0.32,443,37
101,101,0.16,535,54.4
96.5,96.5,0.16,422,64.4
58.8,58.8,1.54,583,176
14,14,5.05,692,45
61.4,61.4,4.24,748,26
81.3,81.3,3.55,691,8.4
101.8,101.8,0.2,290,1250
118.2,118.2,0.07,495,1.4
93.4,93.4,0.54,559,50.9
97.4,97.4,0.34,155,51.6
99.2,99.2,0.2,258,395
99.2,99.2,0.15,275,416
98.8,98.8,0.18,113,31.3
100.2,100.2,0.19,292,1850
103.2,103.2,0.14,476,2010
108.2,108.2,0.14,439,1220
101.9,101.9,0.13,443,1100
109.3,109.3,0.12,336,127
102,102,0.14,431,663
94.6,94.6,0.35,472,1780
92,92,0.33,615,1220
80.2,80.2,0.74,597,79.4
53.4,53.4,1.82,1190,39.3
69.6,69.6,3.8,1120,72.4
77.2,77.2,3.29,645,25.2
94,94,0.57,386,1020
86.6,86.6,0.76,489,939
72.6,72.6,1.82,528,1000
69.2,69.2,1.17,428,793
35.6,35.6,2.2,694,283
94.4,94.4,1.84,341,577
99.6,99.6,0.08,359,520
85.2,85.2,1.02,381,133
102.5,102.5,0.02,296,175
75.2,75.2,1.65,502,1510
74,74,2.52,551,235
55.2,55.2,3.05,577,47.9
62,62,2.99,2600,37.2
103.3,103.3,0.02,343,131
101.7,101.7,0.09,316,372
98,98,0.03,390,298
103.2,103.2,0.05,552,350
91.7,91.7,0.7,471,594
91.2,91.2,0.24,382,448
99.8,99.8,0.07,412,448
89.1,89.1,0.53,396,1750
76.2,76.2,0.67,10300,74.8
101.2,101.2,0.03,398,68
62.8,62.8,0.31,403,115
74.9,74.9,0.16,417,170
33.4,33.4,0.88,488,51
31.3,31.3,1.14,23500,33.8
70.3,70.3,0.8,462,116
4.9,4.9,1.2,11700,17.9
73.7,73.7,0.17,408,214
7,7,5.59,764,63.6
21.9,21.9,5.31,1210,32.6
25,25,5.09,960,31
45.8,45.8,3.74,991,28.2
121.3,121.3,0.02,22700,102
99,99,0.07,241,51.8
102.6,102.6,0.04,445,108
100.4,100.4,0.05,307,266
99.5,99.5,0.07,377,629
101.7,101.7,0.07,333,472
99.1,99.1,0.07,309,676
87,87,0.15,381,2200
91.5,91.5,0.12,424,211
94.7,94.7,0.1,535,1680
108,108,0.06,274,142
97.1,97.1,0.04,346,446
96.3,96.3,0.37,5100,99.4
105.5,105.5,0.03,650,12.8
60.3,60.3,0.53,775,92.6
73.5,73.5,4.73,876,112
8.1,8.1,7.98,14400,40.5
12.4,12.4,7.42,22600,41.8
69.4,69.4,3.33,1130,182
76.6,76.6,1.91,18000,59
16.3,16.3,8.17,1010,16.9
12.9,12.9,15.1,853,32.9
17.6,17.6,6.35,932,20
97.9,97.9,1.18,636,231
81.7,81.7,0.93,752,338
83.6,83.6,0.68,764,491
95.1,95.1,4.35,621,53.4
81.7,81.7,1.41,790,435
85,85,0.06,694,75.7
52.5,52.5,24,12200,137
95.2,95.2,0.08,490,126
107,107,0.03,247,2.7
94.2,94.2,2.27,560,565
107,107,0.03,307,147
102.4,102.4,0.02,371,109
87.6,87.6,0.19,541,62.6
105.2,105.2,0.04,325,1380
99.2,99.2,0.04,341,1710
101.9,101.9,0.04,336,1380
110.9,110.9,0.02,270,7
103.5,103.5,0.02,281,125
101.5,101.5,0.12,444,41.5
94.4,94.4,0.27,377,1300
98.1,98.1,0.03,336,2290
55.4,55.4,5.78,708,19.8
13.9,13.9,3.4,668,53.6
71,71,0.78,620,55.1
70.4,70.4,0.83,434,17
59.6,59.6,4.07,646,40.4
92.4,92.4,5.36,796,20
119.7,119.7,0.81,410,5.8
98.6,98.6,0.23,8640,15.1
110.3,110.3,0.02,269,2.2
101.8,101.8,0.02,344,28.8
64.9,64.9,0.27,591,27.8
86.5,86.5,0.14,29900,39.3
101.7,101.7,0.02,416,8.8
95,95,0.02,21500,18.8
101,101,0.05,376,1370
103.3,103.3,0.03,193,1
81.8,81.8,0.03,258,9
108.8,108.8,0.03,250,8.8
101.7,101.7,0.06,249,2.2
107.3,107.3,0.04,193,2.8
102.3,102.3,0.03,190,1
86.4,86.4,0.32,213,28.4
90.1,90.1,0.24,217,10.2
116.5,116.5,0.47,1160,16.6
104.5,104.5,0.11,490,441
100.2,100.2,0.09,498,402
121.1,121.1,1.24,843,38.4
100.4,100.4,0.05,522,182
44.3,44.3,4.25,239,21.5
97.5,97.5,1.12,17700,16.6
101.9,101.9,0.03,143,2
103.3,103.3,0.12,399,626
106.2,106.2,0.03,286,25
104.8,104.8,0.06,397,309
103.3,103.3,0.12,366,33.2
98.7,98.7,0.03,318,52
106.2,106.2,0.1,423,394
106.6,106.6,0.04,245,4
81.1,81.1,0.07,332,262
96.6,96.6,0.11,353,128
96,96,0.48,398,112
103.6,103.6,0.03,216,2.4
117.4,117.4,0.52,348,14.5
83.3,83.3,0.73,395,16.1
81.7,81.7,0.86,473,38.6
121.2,121.2,0.03,398,399
113.8,113.8,0.03,338,233
104.6,104.6,0.04,370,9.6
100.5,100.5,0.04,385,10.4
101.2,101.2,0.02,370,5.1
97.8,97.8,0.02,388,6
103.3,103.3,0.03,415,5.6
73.4,73.4,0.13,400,2530
64.9,64.9,0.5,462,2080
99,99,0.03,389,20.5
100.5,100.5,0.04,437,2030
102.1,102.1,0.26,162,7.7
97,97,0.29,182,58.3
96.3,96.3,0.48,173,273
100.8,100.8,0.06,620,1.8
104.7,104.7,0.08,179,6.4
101.7,101.7,0.23,178,9.2
68.9,68.9,0.98,277,462
62.6,62.6,0.6,1450,172
69.9,69.9,0.57,9570,36.2
112.9,112.9,0.12,227,55.4
105.8,105.8,0.31,226,114
99.8,99.8,0.26,248,614
92.5,92.5,0.43,255,1120
106.7,106.7,0.16,239,90.8
101.7,101.7,0.29,120,15.4
97.6,97.6,0.34,133,31.2
102.5,102.5,0.02,92,5.6
90.2,90.2,0.48,120,27.3
87.6,87.6,0.98,130,76.8
103.8,103.8,0.06,92,3.4
112.8,112.8,0.1,91,8.5
114.1,114.1,0.1,100,22
109.9,109.9,0.06,91,3.8
96.8,96.8,0.2,149,12.2
102.1,102.1,0.11,141,7.5
105.3,105.3,0.18,141,6.9
98.2,98.2,0.28,173,30.3
104.1,104.1,0.08,120,3.9
105.1,105.1,0.09,133,4.3
103.4,103.4,0.04,95,5.3
101.4,101.4,0.07,103,5.1
73.7,73.7,1.1,326,149
79.2,79.2,1.26,149,184
87,87,0.55,175,16.8
81.6,81.6,0.56,172,24.2
78.7,78.7,0.47,183,30.6
72.2,72.2,0.67,176,39.7
60.1,60.1,0.73,198,29.5
88.6,88.6,0.74,193,26.1
84.4,84.4,0.51,179,32
61.9,61.9,0.75,179,30.7
109.3,109.3,0.09,224,96
112.2,112.2,0.11,236,190
75.1,75.1,12,2040,18.1
82.2,82.2,4.19,1080,9.4
67.8,67.8,5.34,741,10.5
80.2,80.2,4.67,633,15.6
73.2,73.2,4.39,685,373
83.1,83.1,13.3,2120,10.4
80.3,80.3,1.86,337,60.2
73.2,73.2,1.89,323,55
64.7,64.7,1.67,334,12.7
72.5,72.5,1.24,205,5.2
87.5,87.5,2.27,363,17.2
80.6,80.6,5.18,470,200
84.1,84.1,2.11,476,9.6
80.3,80.3,0.31,397,8.4
87.3,87.3,7.02,718,19.6
76.1,76.1,4.26,1080,25.1
101.7,101.7,0.09,182,7.3
85.7,85.7,1.77,314,11.8
84.8,84.8,0.8,360,13.1
85.5,85.5,0.75,363,11.5
83,83,0.87,408,16.4
97.2,97.2,0.18,270,10.6
102.4,102.4,0.22,320,14
105.3,105.3,0.08,244,994
103.1,103.1,0.08,255,994
101.9,101.9,1.49,415,502
84.1,84.1,19.4,1390,359
64.9,64.9,14.8,1060,53.8
88.7,88.7,0.61,398,84.2
100.9,100.9,0.74,398,82.5
89.5,89.5,0.77,297,16.9
79.5,79.5,1.9,353,17.1
85.9,85.9,2.64,1580,13.9
79.1,79.1,2.95,427,13.8
95.9,95.9,1.68,996,12.5
97.8,97.8,0.62,998,15.2
93.2,93.2,0.53,1140,49.2
100.1,100.1,0.06,253,9.8
97.1,97.1,0.26,263,20.6
99.7,99.7,0.16,273,18.8
95.7,95.7,0.27,317,23.5
94,94,0.63,351,30.6
104.9,104.9,0.05,166,7.5
107.1,107.1,0.08,228,1220
102.3,102.3,0.03,170,17.7
101.4,101.4,0.06,236,1680
100.2,100.2,0.07,226,2180
101.2,101.2,0.06,236,2100
100.1,100.1,0.29,411,46
104.6,104.6,0.1,323,17.8
99.8,99.8,0.13,250,17.7
105.9,105.9,0.13,258,22.7
101.5,101.5,0.11,274,54.3
84.1,84.1,0.65,353,62.2
105.9,105.9,0.11,220,16.5
81.4,81.4,0.36,398,48
101.8,101.8,0.13,295,86.9
105.8,105.8,0.1,310,44.1
102.1,102.1,0.13,295,38.6
102.4,102.4,0.43,313,35.5
107.2,107.2,0.11,154,9.8
107.9,107.9,0.08,179,3.7
109.6,109.6,0.06,188,4.8
106.8,106.8,0.06,172,51.5
112.7,112.7,0.1,236,1460
107.4,107.4,0.1,318,1640
100.3,100.3,0.16,342,87.1
101,101,0.38,355,73.3
105.2,105.2,0.12,338,1410
103.4,103.4,0.12,245,72.7
115.2,115.2,0.1,208,3.6
104.6,104.6,0.07,420,3.3
93.6,93.6,0.84,474,60.6
85,85,0.57,510,46.1
99.1,99.1,0.46,393,521
62.4,62.4,2.8,448,7
72.8,72.8,1.7,426,12.6
87.6,87.6,0.75,377,104
86.7,86.7,0.34,441,74.1
94.8,94.8,0.36,458,134
23.3,23.3,1.59,511,28
36.3,36.3,2.81,653,535
78.9,78.9,3.55,764,28.8
5.2,5.2,2.18,775,12.8
100.4,100.4,0.09,466,17.5
90.5,90.5,0.42,488,202
99.8,99.8,0.32,152,275
101.6,101.6,0.17,266,2660
100.3,100.3,0.19,119,382
101,101,0.13,346,1050
98.1,98.1,0.18,380,2260
94.6,94.6,0.37,388,1720
89.4,89.4,0.34,428,1920
65.5,65.5,0.76,666,540
72.6,72.6,1.44,728,464
49.8,49.8,6.98,1220,4.2
86.2,86.2,0.6,508,240
72.2,72.2,1.19,890,566
22.8,22.8,2.05,699,529
47.9,47.9,1.41,706,44.6
42.7,42.7,1.19,6910,40.1
78.4,78.4,0.66,384,15.5
99.7,99.7,0.1,438,77.1
69.1,69.1,1.32,576,31.6
99.9,99.9,0.02,371,17.2
68.4,68.4,4.2,766,31.7
26,26,5.95,777,35.2
71.6,71.6,5.2,790,51.5
60.1,60.1,3.71,2520,108
104.2,104.2,0.02,396,14.5
94.8,94.8,0.02,430,45.7
103,103,0.04,423,83.1
101,101,0.02,417,132
76.6,76.6,1.21,581,112
81,81,0.46,469,65
87,87,0.24,585,15.9
77.2,77.2,1.56,605,88.5
67.9,67.9,0.86,17600,58.7
96.8,96.8,0.11,498,58.7
51.8,51.8,1.77,647,41.3
75.6,75.6,0.48,590,106
10.2,10.2,1.8,530,60.3
43.3,43.3,1.1,12500,43.6
52.9,52.9,2.76,593,59.3
18.1,18.1,1.22,3510,26.6
47.2,47.2,0.87,655,128
27.5,27.5,15.4,1760,36.3
47,47,13.8,1890,30.7
75.4,75.4,8.38,1360,27.8
58,58,5.27,4900,38.4
95.6,95.6,0.02,298,56.4
100.9,100.9,0.02,566,21.3
94.7,94.7,0.02,458,104
96.2,96.2,0.02,496,22.4
88,88,0.11,463,233
93.7,93.7,0.11,424,285
90.4,90.4,0.21,571,66.7
88,88,0.14,12300,24.5
89.5,89.5,0.02,951,83.2
97.3,97.3,0.03,390,34.6
99.2,99.2,0.03,656,1210
96.3,96.3,0.15,11700,26.3
99.5,99.5,0.07,576,44.1
84.8,84.8,0.28,598,87.3
39.5,39.5,2.87,598,101
26,26,3.08,793,26.2
8.6,8.6,3.68,5910,41.8
74.7,74.7,2.58,784,190
55.2,55.2,5.13,2410,115
40.2,40.2,2.66,15700,90.4
61.1,61.1,3.64,425,144
25.9,25.9,8.27,767,39.2
22.1,22.1,9,596,66.7
56.5,56.5,4.9,910,45
62.8,62.8,29,1690,16.7
53.5,53.5,2,648,248
60.4,60.4,1.15,765,361
56,56,1.08,785,272
40.8,40.8,3.44,786,60.6
5.6,5.6,25.9,851,32.5
60.9,60.9,2.24,847,196
71.5,71.5,0.09,522,151
91.3,91.3,0.15,1190,191
28.4,28.4,9.81,1020,19.2
47.9,47.9,13.7,6030,44.2
14.5,14.5,14.6,1570,88.3
96.4,96.4,0.12,695,200
104.8,104.8,0.02,283,5.4
98.8,98.8,0.02,380,1980
103.6,103.6,0.14,454,516
103.9,103.9,0.02,327,560
102.5,102.5,0.04,344,559
85.4,85.4,0.19,492,282
101,101,0.03,335,2470
100.7,100.7,0.02,351,2360
101,101,0.02,338,2390
95.2,95.2,0.02,291,181
111.1,111.1,0.02,308,512
98.1,98.1,0.16,451,267
100.1,100.1,0.02,371,2090
100.4,100.4,0.03,373,2620
19.9,19.9,4.96,620,40.2
79,79,0.63,219,12
77.4,77.4,0.48,296,22.7
57,57,1.75,447,45.6
63.6,63.6,1.88,455,16.1
61.6,61.6,1.67,5340,35.1
96,96,0.07,277,451
94.2,94.2,0.09,301,360
100.5,100.5,0.02,271,216
99.2,99.2,0.02,304,238
99,99,0.02,235,210
99.1,99.1,0.02,298,131
96.2,96.2,0.04,459,17
99,99,0.03,462,31
52.7,52.7,0.13,518,32.2
73.9,73.9,0.27,6000,60.2
102.8,102.8,0.03,427,31.2
89.8,89.8,0.02,517,102
105.7,105.7,0.04,382,1600
102.1,102.1,0.02,181,2.2
106.2,106.2,0.02,258,8.6
105.1,105.1,0.02,245,61.4
88.8,88.8,0.09,245,17.2
106.8,106.8,0.03,156,1.8
111.9,111.9,0.03,155,14.1
107.7,107.7,0.02,152,1.8
73.7,73.7,0.61,198,19
70.5,70.5,0.48,196,14.5
64,64,0.5,188,16.2
61.1,61.1,0.65,180,25.6
57.5,57.5,1.21,278,13.1
44.7,44.7,0.95,323,32.9
102.8,102.8,0.06,417,850
95.6,95.6,0.07,420,674
93.6,93.6,0.73,444,250
106.3,106.3,0.04,508,752
71.4,71.4,0.65,148,46.2
52,52,0.78,525,76
102.4,102.4,0.05,115,3
103.3,103.3,0.02,160,1.7
96.5,96.5,0.05,383,248
99.4,99.4,0.02,287,79.1
98.1,98.1,0.15,386,146
103.2,103.2,0.09,375,38.9
102.1,102.1,0.03,312,179
82.4,82.4,0.05,336,735
113.9,113.9,0.02,222,1.1
104.4,104.4,0.03,270,1140
100.7,100.7,0.18,208,17.9
97.6,97.6,0.68,265,33.1
102,102,0.02,205,1
85.1,85.1,0.46,314,7.9
70.1,70.1,0.51,384,13.2
70.9,70.9,0.82,429,32.4
105.3,105.3,0.02,229,3.8
110.8,110.8,0.06,352,2250
105.5,105.5,0.03,348,40
99.8,99.8,0.06,309,36.3
99.8,99.8,0.02,336,144
101.9,101.9,0.14,367,161
103.5,103.5,0.02,406,2.7
85.4,85.4,0.31,425,243
61.6,61.6,1.65,464,544
101.4,101.4,0.02,278,111
100.3,100.3,0.04,381,2690
101.8,101.8,0.36,184,22.1
92.5,92.5,0.65,204,29.9
101.9,101.9,0.49,203,24.1
99.1,99.1,0.04,967,1.2
104.6,104.6,0.07,240,8.9
96.9,96.9,0.04,234,11.1
70.7,70.7,0.66,274,366
27.2,27.2,1.12,2640,147
21.2,21.2,0.98,9820,41.6
101.1,101.1,0.07,237,157
105,105,0.05,241,218
97.8,97.8,0.23,286,1200
91.1,91.1,0.7,280,1470
105.9,105.9,0.07,241,252
108.7,108.7,0.03,130,10
101.6,101.6,0.28,151,12.4
94.6,94.6,0.25,106,169
92.6,92.6,0.9,124,242
103.6,103.6,0.11,101,98.7
100.5,100.5,0.21,138,25.5
104.1,104.1,0.22,134,9.8
103.8,103.8,0.16,152,3.5
81.6,81.6,0.55,260,41.6
102.3,102.3,0.04,132,4.4
103.1,103.1,0.04,146,4.6
111.3,111.3,0.11,110,7.7
65.3,65.3,0.89,1580,299
86.4,86.4,0.76,123,302
92.8,92.8,0.17,160,70.1
89.5,89.5,0.46,163,57.3
77.3,77.3,1.39,240,64.7
60.7,60.7,1.43,243,24.2
10.2,10.2,1.63,254,19.9
70.4,70.4,1.7,250,39.2
65.8,65.8,0.78,233,48.1
35.3,35.3,1.83,262,19
103.9,103.9,0.04,230,210
108.9,108.9,0.03,231,167
83.2,83.2,8.71,2320,15.5
79.1,79.1,3.35,599,74.2
62.8,62.8,7.13,678,31.2
62.6,62.6,5.67,654,30
63.1,63.1,4.86,830,399
61.5,61.5,14.4,2660,10
86.5,86.5,2.65,452,32.8
75.1,75.1,3.79,454,37
63.8,63.8,1.8,443,22
58.5,58.5,3.05,280,9.3
87,87,1.6,263,60.2
91.8,91.8,2.15,331,65.5
91.7,91.7,1.74,296,45.8
94.9,94.9,0.08,233,40.3
63.8,63.8,2.11,376,162
89.2,89.2,2.87,386,58.2
72,72,0.25,162,86.8
89.1,89.1,1.78,289,56
84.4,84.4,0.45,278,65.2
100,100,0.72,206,115
95.5,95.5,0.54,245,108
78.5,78.5,0.96,206,80.5
94.1,94.1,0.47,179,180
95.5,95.5,0.06,255,741
103.1,103.1,0.06,262,836
84,84,1.09,506,398
62.2,62.2,25.9,1650,66.2
84.5,84.5,1.35,518,29.6
85.1,85.1,1.59,508,29.5
